Año,Mes,CCAA,Producto,CONSUMO X CAPITA,GASTO X CAPITA,PENETRACION (%),PRECIO MEDIO kg ó litros,VALOR (Miles Euros),VOLUMEN (Miles kg ó litros)
2019,Diciembre,Murcia,ESPARRAGOS,0.05,0.14,13.60,2.53,196.83,77.81
2019,Diciembre,Murcia,VERDURAS DE HOJA,0.07,0.17,26.93,2.46,244.90,99.49
2019,Diciembre,Murcia,BERENJENAS,0.15,0.24,34.71,1.58,340.52,214.96
2019,Diciembre,Murcia,ZANAHORIAS,0.21,0.19,49.34,0.89,267.32,301.39
2019,Diciembre,Murcia,CALABACINES,0.28,0.41,49.21,1.50,595.57,396.35
2019,Diciembre,Murcia,OTR.HORTALIZAS/VERD.,1.03,1.98,81.83,1.92,2846.54,1481.18
2019,Diciembre,Murcia,BROCOLI,0.16,0.23,25.58,1.43,335.89,234.10
2019,Diciembre,Murcia,ALCACHOFAS,0.14,0.32,27.64,2.38,463.03,194.57
2019,Diciembre,Murcia,APIO,0.03,0.05,11.96,1.68,79.17,47.20
2019,Diciembre,Murcia,COLIFLOR,0.05,0.10,8.83,1.92,143.36,74.68
2019,Diciembre,Murcia,VERD./HORT. IV GAMA,0.33,1.03,60.82,3.13,1480.95,473.49
2019,Diciembre,Murcia,PUERRO,0.06,0.17,27.44,2.93,238.09,81.31
2019,Diciembre,Murcia,T.FRUTAS FRESCAS,5.95,9.14,96.04,1.54,13167.53,8566.20
2019,Diciembre,Murcia,NARANJAS,1.31,1.28,52.31,0.98,1844.86,1891.94
2019,Diciembre,Murcia,MANDARINAS,0.62,0.92,47.96,1.49,1320.11,887.86
2019,Diciembre,Murcia,LIMONES,0.24,0.31,29.16,1.32,452.82,343.28
2019,Diciembre,Murcia,PLATANOS,1.00,1.55,84.85,1.55,2230.35,1440.15
2019,Diciembre,Murcia,MANZANAS,0.81,1.16,59.12,1.43,1663.48,1163.78
2019,Diciembre,Murcia,PERAS,0.47,0.66,48.72,1.40,949.00,678.15
2019,Diciembre,Murcia,MELOCOTONES,0.00,0.00,0.00,,0.00,0.00
2019,Diciembre,Murcia,NECTARINAS,0.00,0.00,0.00,,0.00,0.00
2019,Diciembre,Murcia,ALBARICOQUES,0.00,0.01,0.60,2.19,10.63,4.85
2019,Diciembre,Murcia,FRESAS/FRESON,0.01,0.09,6.98,6.73,131.97,19.60
2019,Diciembre,Murcia,MELON,0.16,0.31,20.56,1.94,446.77,230.84
2019,Diciembre,Murcia,SANDIA,0.01,0.01,3.86,1.65,15.24,9.23
2019,Diciembre,Murcia,CIRUELAS,0.01,0.02,4.17,1.49,30.02,20.11
2019,Diciembre,Murcia,CEREZAS,0.00,0.00,1.26,1.76,3.29,1.87
2019,Diciembre,Murcia,UVAS,0.17,0.45,39.94,2.71,648.74,239.38
2019,Diciembre,Murcia,KIWI,0.21,0.64,31.22,3.08,921.41,298.77
2019,Diciembre,Murcia,AGUACATE,0.12,0.36,35.15,2.97,517.32,174.28
2019,Diciembre,Murcia,PIÑA,0.42,0.52,37.44,1.24,753.13,605.51
2019,Diciembre,Murcia,OTRAS FRUTAS FRESCAS,0.39,0.85,45.29,2.21,1228.37,556.59
2019,Diciembre,Murcia,POMELO,0.01,0.01,1.36,2.18,17.28,7.92
2019,Diciembre,Murcia,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2019,Diciembre,Murcia,MANGO,0.06,0.13,16.19,2.31,185.48,80.41
2019,Diciembre,Murcia,FRUTAS IV GAMA,0.11,0.26,20.18,2.45,377.88,154.42
2019,Diciembre,Andalucia,TOTAL PATATAS,2.36,2.20,82.98,0.93,19063.55,20515.07
2019,Diciembre,Andalucia,PATATAS FRESCAS,1.57,1.36,67.79,0.87,11830.02,13618.60
2019,Diciembre,Andalucia,PATATAS CONGELADAS,0.10,0.12,15.24,1.20,1051.87,876.94
2019,Diciembre,Andalucia,PATATAS PROCESADAS,0.14,0.71,54.70,5.13,6181.66,1203.91
2019,Diciembre,Andalucia,PATATAS FRITAS,0.11,0.67,52.52,5.96,5824.52,976.80
2019,Diciembre,Andalucia,T.HORTALIZAS FRESCAS,3.44,6.33,95.14,1.84,54926.41,29843.67
2019,Diciembre,Andalucia,TOMATES,0.79,1.26,75.57,1.60,10908.77,6836.73
2019,Diciembre,Andalucia,CEBOLLAS,0.51,0.58,66.19,1.13,5015.82,4422.12
2019,Diciembre,Andalucia,AJOS,0.05,0.21,35.50,3.98,1832.13,460.40
2019,Diciembre,Andalucia,COLES,0.08,0.09,14.77,1.20,803.20,666.88
2019,Diciembre,Andalucia,PEPINOS,0.06,0.09,23.83,1.47,793.95,540.22
2019,Diciembre,Andalucia,JUDIAS VERDES,0.07,0.21,22.64,3.13,1815.83,580.08
2019,Diciembre,Andalucia,PIMIENTOS,0.29,0.54,62.17,1.85,4670.27,2527.56
2019,Diciembre,Andalucia,CHAMPIÑONES+O.SETAS,0.11,0.45,38.84,3.96,3881.99,980.20
2019,Diciembre,Andalucia,LECHUGA/ESC./ENDIVIA,0.25,0.66,62.02,2.67,5687.74,2128.32
2019,Diciembre,Andalucia,ESPARRAGOS,0.01,0.05,4.78,3.59,434.82,121.06
2019,Diciembre,Andalucia,VERDURAS DE HOJA,0.05,0.14,16.81,2.68,1205.22,450.09
2019,Diciembre,Andalucia,BERENJENAS,0.09,0.14,27.66,1.58,1191.79,753.00
2019,Diciembre,Andalucia,ZANAHORIAS,0.23,0.22,48.53,0.95,1875.21,1975.61
2019,Diciembre,Andalucia,CALABACINES,0.25,0.36,49.25,1.46,3114.41,2130.97
2019,Diciembre,Andalucia,OTR.HORTALIZAS/VERD.,0.61,1.35,70.03,2.22,11695.25,5270.44
2019,Diciembre,Andalucia,BROCOLI,0.07,0.12,17.31,1.87,1060.31,567.42
2019,Diciembre,Andalucia,ALCACHOFAS,0.06,0.14,15.40,2.36,1223.48,517.44
2019,Diciembre,Andalucia,APIO,0.03,0.04,9.63,1.63,366.38,224.23
2019,Diciembre,Andalucia,COLIFLOR,0.04,0.08,9.57,1.86,667.68,358.58
2019,Diciembre,Andalucia,VERD./HORT. IV GAMA,0.47,1.15,62.60,2.44,9970.34,4081.10
2019,Diciembre,Andalucia,PUERRO,0.06,0.16,27.99,2.51,1381.67,551.13
2019,Diciembre,Andalucia,T.FRUTAS FRESCAS,5.13,8.30,93.31,1.62,72047.16,44506.89
2019,Diciembre,Andalucia,NARANJAS,1.03,1.02,46.38,0.99,8882.86,8978.50
2019,Diciembre,Andalucia,MANDARINAS,0.65,0.89,55.66,1.37,7693.19,5601.17
2019,Diciembre,Andalucia,LIMONES,0.20,0.32,31.65,1.58,2816.13,1778.94
2019,Diciembre,Andalucia,PLATANOS,0.84,1.35,76.72,1.59,11681.03,7333.43
2019,Diciembre,Andalucia,MANZANAS,0.60,0.89,55.05,1.48,7710.57,5202.73
2019,Diciembre,Andalucia,PERAS,0.34,0.51,45.24,1.52,4433.40,2911.92
2019,Diciembre,Andalucia,MELOCOTONES,0.00,0.00,0.49,1.99,39.12,19.70
2019,Diciembre,Andalucia,NECTARINAS,0.02,0.04,3.39,1.69,328.82,194.59
2019,Diciembre,Andalucia,ALBARICOQUES,0.00,0.01,0.56,3.49,45.96,13.16
2019,Diciembre,Andalucia,FRESAS/FRESON,0.01,0.08,6.24,5.35,652.85,122.06
2019,Diciembre,Andalucia,MELON,0.13,0.21,12.86,1.63,1801.47,1103.08
2019,Diciembre,Andalucia,SANDIA,0.00,0.01,0.88,2.46,101.27,41.12
2019,Diciembre,Andalucia,CIRUELAS,0.03,0.04,6.42,1.49,371.70,249.66
2019,Diciembre,Andalucia,CEREZAS,0.00,0.01,0.80,4.89,99.03,20.27
2019,Diciembre,Andalucia,UVAS,0.21,0.54,41.34,2.60,4704.42,1806.05
2019,Diciembre,Andalucia,KIWI,0.18,0.53,34.58,2.99,4562.10,1525.15
2019,Diciembre,Andalucia,AGUACATE,0.11,0.36,33.17,3.19,3144.55,986.23
2019,Diciembre,Andalucia,PIÑA,0.28,0.35,32.00,1.25,2999.21,2396.56
2019,Diciembre,Andalucia,OTRAS FRUTAS FRESCAS,0.49,1.15,52.75,2.36,9979.51,4222.57
2019,Diciembre,Andalucia,POMELO,0.01,0.02,1.85,1.67,160.60,96.03
2019,Diciembre,Andalucia,CHIRIMOYA,0.00,0.00,0.04,6.82,4.48,0.66
2019,Diciembre,Andalucia,MANGO,0.07,0.17,17.21,2.38,1470.11,617.15
2019,Diciembre,Andalucia,FRUTAS IV GAMA,0.26,0.46,28.45,1.73,3959.22,2282.05
2019,Diciembre,Madrid,TOTAL PATATAS,2.20,2.12,78.97,0.96,13395.55,13925.76
2019,Diciembre,Madrid,PATATAS FRESCAS,1.43,1.28,65.35,0.90,8110.18,9049.61
2019,Diciembre,Madrid,PATATAS CONGELADAS,0.08,0.10,10.23,1.29,656.96,509.13
2019,Diciembre,Madrid,PATATAS PROCESADAS,0.14,0.73,51.81,5.30,4628.41,873.40
2019,Diciembre,Madrid,PATATAS FRITAS,0.11,0.68,49.45,6.34,4324.47,681.59
2019,Diciembre,Madrid,T.HORTALIZAS FRESCAS,3.93,7.71,96.55,1.96,48753.91,24875.46
2019,Diciembre,Madrid,TOMATES,0.79,1.47,78.09,1.85,9289.48,5025.38
2019,Diciembre,Madrid,CEBOLLAS,0.50,0.61,62.53,1.22,3846.49,3147.90
2019,Diciembre,Madrid,AJOS,0.06,0.25,40.72,4.35,1586.32,364.76
2019,Diciembre,Madrid,COLES,0.16,0.19,25.73,1.20,1216.79,1012.86
2019,Diciembre,Madrid,PEPINOS,0.08,0.12,23.79,1.47,740.46,504.62
2019,Diciembre,Madrid,JUDIAS VERDES,0.11,0.33,28.11,2.96,2114.59,715.36
2019,Diciembre,Madrid,PIMIENTOS,0.33,0.63,64.99,1.90,3995.09,2107.76
2019,Diciembre,Madrid,CHAMPIÑONES+O.SETAS,0.14,0.53,43.71,3.87,3371.98,872.11
2019,Diciembre,Madrid,LECHUGA/ESC./ENDIVIA,0.25,0.75,62.21,3.04,4762.84,1566.86
2019,Diciembre,Madrid,ESPARRAGOS,0.03,0.11,8.55,3.65,703.02,192.80
2019,Diciembre,Madrid,VERDURAS DE HOJA,0.08,0.22,24.40,2.66,1408.10,530.20
2019,Diciembre,Madrid,BERENJENAS,0.10,0.16,26.11,1.61,1021.29,633.40
2019,Diciembre,Madrid,ZANAHORIAS,0.27,0.24,53.73,0.89,1541.19,1722.63
2019,Diciembre,Madrid,CALABACINES,0.33,0.44,56.85,1.34,2799.91,2090.68
2019,Diciembre,Madrid,OTR.HORTALIZAS/VERD.,0.69,1.64,76.22,2.36,10356.38,4388.15
2019,Diciembre,Madrid,BROCOLI,0.11,0.21,21.85,2.00,1352.99,676.21
2019,Diciembre,Madrid,ALCACHOFAS,0.04,0.12,8.20,2.84,734.99,258.91
2019,Diciembre,Madrid,APIO,0.04,0.06,10.64,1.49,363.80,244.27
2019,Diciembre,Madrid,COLIFLOR,0.04,0.07,8.02,1.88,441.55,234.97
2019,Diciembre,Madrid,VERD./HORT. IV GAMA,0.46,1.39,65.83,3.00,8814.19,2942.18
2019,Diciembre,Madrid,PUERRO,0.09,0.23,33.59,2.48,1457.46,587.50
2019,Diciembre,Madrid,T.FRUTAS FRESCAS,6.93,11.40,93.69,1.65,72144.20,43849.85
2019,Diciembre,Madrid,NARANJAS,1.54,1.51,59.79,0.98,9534.42,9766.19
2019,Diciembre,Madrid,MANDARINAS,1.03,1.49,66.98,1.44,9434.18,6538.62
2019,Diciembre,Madrid,LIMONES,0.20,0.32,44.12,1.65,2053.17,1241.92
2019,Diciembre,Madrid,PLATANOS,0.94,1.66,73.12,1.77,10483.21,5927.41
2019,Diciembre,Madrid,MANZANAS,0.85,1.31,66.00,1.54,8282.61,5361.11
2019,Diciembre,Madrid,PERAS,0.44,0.70,49.92,1.59,4413.54,2781.33
2019,Diciembre,Madrid,MELOCOTONES,0.00,0.00,0.63,1.88,28.82,15.31
2019,Diciembre,Madrid,NECTARINAS,0.00,0.00,1.07,1.01,20.25,20.10
2019,Diciembre,Madrid,ALBARICOQUES,0.00,0.00,0.72,2.68,28.53,10.63
2019,Diciembre,Madrid,FRESAS/FRESON,0.04,0.14,6.72,3.60,876.58,243.37
2019,Diciembre,Madrid,MELON,0.16,0.27,12.59,1.69,1693.56,1002.48
2019,Diciembre,Madrid,SANDIA,0.01,0.01,0.53,1.57,84.63,53.98
2019,Diciembre,Madrid,CIRUELAS,0.04,0.04,7.61,1.26,280.00,221.59
2019,Diciembre,Madrid,CEREZAS,0.01,0.02,3.32,3.39,134.03,39.57
2019,Diciembre,Madrid,UVAS,0.27,0.70,46.52,2.55,4428.88,1736.45
2019,Diciembre,Madrid,KIWI,0.28,0.81,39.23,2.94,5143.01,1750.85
2019,Diciembre,Madrid,AGUACATE,0.13,0.43,33.51,3.35,2739.65,817.85
2019,Diciembre,Madrid,PIÑA,0.36,0.49,37.62,1.33,3073.78,2306.63
2019,Diciembre,Madrid,OTRAS FRUTAS FRESCAS,0.63,1.49,58.32,2.34,9411.34,4014.48
2019,Diciembre,Madrid,POMELO,0.02,0.04,3.50,2.33,233.19,99.89
2019,Diciembre,Madrid,CHIRIMOYA,0.00,0.01,0.53,4.35,40.59,9.33
2019,Diciembre,Madrid,MANGO,0.08,0.21,13.88,2.52,1335.79,530.16
2019,Diciembre,Madrid,FRUTAS IV GAMA,0.24,0.46,28.50,1.92,2905.48,1516.73
2019,Diciembre,Castilla La Mancha,TOTAL PATATAS,2.04,1.90,77.30,0.93,3991.60,4273.95
2019,Diciembre,Castilla La Mancha,PATATAS FRESCAS,1.34,1.10,60.37,0.82,2298.71,2806.13
2019,Diciembre,Castilla La Mancha,PATATAS CONGELADAS,0.13,0.16,18.50,1.22,334.33,274.11
2019,Diciembre,Castilla La Mancha,PATATAS PROCESADAS,0.11,0.65,55.43,5.69,1358.56,238.74
2019,Diciembre,Castilla La Mancha,PATATAS FRITAS,0.10,0.62,53.61,6.15,1305.36,212.41
2019,Diciembre,Castilla La Mancha,T.HORTALIZAS FRESCAS,3.24,6.27,95.46,1.93,13142.07,6794.00
2019,Diciembre,Castilla La Mancha,TOMATES,0.76,1.28,74.87,1.69,2677.32,1587.71
2019,Diciembre,Castilla La Mancha,CEBOLLAS,0.34,0.39,51.46,1.13,809.49,715.09
2019,Diciembre,Castilla La Mancha,AJOS,0.03,0.13,23.86,4.19,280.19,66.88
2019,Diciembre,Castilla La Mancha,COLES,0.13,0.16,26.50,1.24,326.04,262.57
2019,Diciembre,Castilla La Mancha,PEPINOS,0.10,0.14,23.57,1.42,291.16,205.49
2019,Diciembre,Castilla La Mancha,JUDIAS VERDES,0.12,0.37,33.49,3.12,778.46,249.59
2019,Diciembre,Castilla La Mancha,PIMIENTOS,0.32,0.58,58.25,1.83,1214.72,663.63
2019,Diciembre,Castilla La Mancha,CHAMPIÑONES+O.SETAS,0.15,0.61,47.27,4.08,1268.37,310.79
2019,Diciembre,Castilla La Mancha,LECHUGA/ESC./ENDIVIA,0.20,0.58,58.69,2.84,1218.56,428.61
2019,Diciembre,Castilla La Mancha,ESPARRAGOS,0.02,0.07,7.58,3.70,139.26,37.59
2019,Diciembre,Castilla La Mancha,VERDURAS DE HOJA,0.05,0.14,19.36,2.62,292.44,111.82
2019,Diciembre,Castilla La Mancha,BERENJENAS,0.06,0.10,25.50,1.59,212.77,133.97
2019,Diciembre,Castilla La Mancha,ZANAHORIAS,0.21,0.19,46.18,0.91,396.42,435.05
2019,Diciembre,Castilla La Mancha,CALABACINES,0.21,0.32,49.25,1.54,674.94,439.25
2019,Diciembre,Castilla La Mancha,OTR.HORTALIZAS/VERD.,0.55,1.22,71.61,2.24,2561.94,1145.96
2019,Diciembre,Castilla La Mancha,BROCOLI,0.08,0.14,20.00,1.77,298.73,168.37
2019,Diciembre,Castilla La Mancha,ALCACHOFAS,0.05,0.12,14.51,2.53,241.93,95.59
2019,Diciembre,Castilla La Mancha,APIO,0.01,0.02,5.30,1.89,49.35,26.12
2019,Diciembre,Castilla La Mancha,COLIFLOR,0.04,0.08,9.24,1.86,157.43,84.77
2019,Diciembre,Castilla La Mancha,VERD./HORT. IV GAMA,0.36,1.01,58.91,2.82,2123.14,754.19
2019,Diciembre,Castilla La Mancha,PUERRO,0.06,0.15,29.59,2.55,304.11,119.23
2019,Diciembre,Castilla La Mancha,T.FRUTAS FRESCAS,6.55,10.02,95.99,1.53,21006.38,13732.37
2019,Diciembre,Castilla La Mancha,NARANJAS,1.43,1.35,58.20,0.94,2830.16,2999.93
2019,Diciembre,Castilla La Mancha,MANDARINAS,1.11,1.48,69.28,1.33,3094.60,2320.24
2019,Diciembre,Castilla La Mancha,LIMONES,0.26,0.36,44.42,1.39,758.83,544.52
2019,Diciembre,Castilla La Mancha,PLATANOS,0.95,1.60,79.83,1.68,3360.02,1996.38
2019,Diciembre,Castilla La Mancha,MANZANAS,0.74,1.05,66.76,1.42,2194.31,1540.37
2019,Diciembre,Castilla La Mancha,PERAS,0.43,0.64,47.20,1.49,1333.54,892.99
2019,Diciembre,Castilla La Mancha,MELOCOTONES,0.00,0.01,0.96,1.86,11.74,6.31
2019,Diciembre,Castilla La Mancha,NECTARINAS,0.02,0.03,3.63,1.57,68.25,43.37
2019,Diciembre,Castilla La Mancha,ALBARICOQUES,0.00,0.00,0.00,,0.00,0.00
2019,Diciembre,Castilla La Mancha,FRESAS/FRESON,0.06,0.26,9.09,4.52,536.22,118.57
2019,Diciembre,Castilla La Mancha,MELON,0.19,0.34,11.98,1.78,722.07,404.74
2019,Diciembre,Castilla La Mancha,SANDIA,0.02,0.03,0.21,1.85,64.82,35.04
2019,Diciembre,Castilla La Mancha,CIRUELAS,0.04,0.06,8.83,1.27,115.34,91.14
2019,Diciembre,Castilla La Mancha,CEREZAS,0.00,0.00,0.00,,0.00,0.00
2019,Diciembre,Castilla La Mancha,UVAS,0.18,0.47,36.20,2.63,980.25,372.43
2019,Diciembre,Castilla La Mancha,KIWI,0.18,0.47,33.19,2.57,982.85,381.86
2019,Diciembre,Castilla La Mancha,AGUACATE,0.09,0.35,29.27,3.77,733.73,194.62
2019,Diciembre,Castilla La Mancha,PIÑA,0.32,0.44,40.71,1.36,920.68,675.59
2019,Diciembre,Castilla La Mancha,OTRAS FRUTAS FRESCAS,0.53,1.10,52.67,2.06,2298.98,1114.26
2019,Diciembre,Castilla La Mancha,POMELO,0.00,0.00,1.07,1.79,7.53,4.21
2019,Diciembre,Castilla La Mancha,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2019,Diciembre,Castilla La Mancha,MANGO,0.04,0.11,12.86,2.64,228.49,86.51
2019,Diciembre,Castilla La Mancha,FRUTAS IV GAMA,0.23,0.40,27.13,1.71,834.54,488.45
2019,Diciembre,Extremadura,TOTAL PATATAS,2.14,2.10,81.29,0.98,2473.24,2515.50
2019,Diciembre,Extremadura,PATATAS FRESCAS,1.47,1.38,68.40,0.94,1628.08,1724.91
2019,Diciembre,Extremadura,PATATAS CONGELADAS,0.13,0.14,12.57,1.01,160.34,158.72
2019,Diciembre,Extremadura,PATATAS PROCESADAS,0.11,0.58,52.62,5.42,684.82,126.37
2019,Diciembre,Extremadura,PATATAS FRITAS,0.10,0.57,51.51,5.68,669.32,117.78
2019,Diciembre,Extremadura,T.HORTALIZAS FRESCAS,3.09,5.94,95.49,1.92,6990.40,3641.74
2019,Diciembre,Extremadura,TOMATES,0.72,1.12,71.45,1.55,1314.39,850.56
2019,Diciembre,Extremadura,CEBOLLAS,0.38,0.48,57.86,1.26,566.74,448.08
2019,Diciembre,Extremadura,AJOS,0.05,0.22,32.08,4.71,263.48,55.91
2019,Diciembre,Extremadura,COLES,0.06,0.07,14.26,1.30,88.25,67.93
2019,Diciembre,Extremadura,PEPINOS,0.06,0.09,17.95,1.45,110.64,76.49
2019,Diciembre,Extremadura,JUDIAS VERDES,0.08,0.20,19.26,2.46,231.98,94.21
2019,Diciembre,Extremadura,PIMIENTOS,0.28,0.51,61.14,1.84,605.70,328.80
2019,Diciembre,Extremadura,CHAMPIÑONES+O.SETAS,0.09,0.46,43.87,4.99,545.63,109.32
2019,Diciembre,Extremadura,LECHUGA/ESC./ENDIVIA,0.25,0.70,62.17,2.79,827.71,297.20
2019,Diciembre,Extremadura,ESPARRAGOS,0.00,0.01,2.14,6.75,15.75,2.33
2019,Diciembre,Extremadura,VERDURAS DE HOJA,0.08,0.22,23.87,2.70,263.74,97.86
2019,Diciembre,Extremadura,BERENJENAS,0.04,0.06,16.54,1.41,70.06,49.71
2019,Diciembre,Extremadura,ZANAHORIAS,0.19,0.17,47.29,0.93,205.12,219.87
2019,Diciembre,Extremadura,CALABACINES,0.22,0.33,47.70,1.50,390.10,260.62
2019,Diciembre,Extremadura,OTR.HORTALIZAS/VERD.,0.58,1.27,70.83,2.18,1491.10,682.85
2019,Diciembre,Extremadura,BROCOLI,0.13,0.17,18.95,1.32,196.93,148.74
2019,Diciembre,Extremadura,ALCACHOFAS,0.04,0.10,12.64,2.32,114.95,49.49
2019,Diciembre,Extremadura,APIO,0.02,0.03,6.62,1.38,33.33,24.15
2019,Diciembre,Extremadura,COLIFLOR,0.02,0.05,5.38,2.18,58.18,26.71
2019,Diciembre,Extremadura,VERD./HORT. IV GAMA,0.40,1.04,60.37,2.62,1226.60,468.70
2019,Diciembre,Extremadura,PUERRO,0.05,0.16,29.52,2.89,185.34,64.05
2019,Diciembre,Extremadura,T.FRUTAS FRESCAS,5.74,8.51,94.19,1.48,10021.85,6753.66
2019,Diciembre,Extremadura,NARANJAS,1.66,1.71,50.54,1.03,2014.06,1951.52
2019,Diciembre,Extremadura,MANDARINAS,0.66,0.93,49.51,1.40,1089.77,777.06
2019,Diciembre,Extremadura,LIMONES,0.11,0.17,30.08,1.58,196.04,124.11
2019,Diciembre,Extremadura,PLATANOS,0.78,1.24,70.48,1.58,1459.55,923.58
2019,Diciembre,Extremadura,MANZANAS,0.59,0.83,48.69,1.41,979.65,693.06
2019,Diciembre,Extremadura,PERAS,0.29,0.47,44.36,1.61,547.36,340.64
2019,Diciembre,Extremadura,MELOCOTONES,0.00,0.00,0.64,2.88,3.80,1.32
2019,Diciembre,Extremadura,NECTARINAS,0.01,0.02,4.77,1.72,21.53,12.54
2019,Diciembre,Extremadura,ALBARICOQUES,0.00,0.00,0.00,,0.00,0.00
2019,Diciembre,Extremadura,FRESAS/FRESON,0.05,0.11,5.51,2.42,134.74,55.70
2019,Diciembre,Extremadura,MELON,0.25,0.39,13.80,1.57,462.19,293.58
2019,Diciembre,Extremadura,SANDIA,0.00,0.00,0.00,,0.00,0.00
2019,Diciembre,Extremadura,CIRUELAS,0.00,0.00,2.96,1.32,5.44,4.13
2019,Diciembre,Extremadura,CEREZAS,0.00,0.02,1.42,19.91,22.54,1.13
2019,Diciembre,Extremadura,UVAS,0.17,0.39,43.00,2.20,453.20,205.69
2019,Diciembre,Extremadura,KIWI,0.24,0.69,46.19,2.89,815.02,282.20
2019,Diciembre,Extremadura,AGUACATE,0.12,0.37,34.91,3.22,438.15,135.90
2019,Diciembre,Extremadura,PIÑA,0.33,0.35,22.55,1.07,416.12,387.89
2019,Diciembre,Extremadura,OTRAS FRUTAS FRESCAS,0.48,0.82,45.04,1.71,962.69,563.62
2019,Diciembre,Extremadura,POMELO,0.01,0.01,1.37,1.79,12.16,6.78
2019,Diciembre,Extremadura,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2019,Diciembre,Extremadura,MANGO,0.04,0.10,14.28,2.46,116.64,47.37
2019,Diciembre,Extremadura,FRUTAS IV GAMA,0.28,0.44,14.95,1.57,516.02,328.71
2019,Diciembre,Castilla Leon,TOTAL PATATAS,1.74,1.57,65.84,0.90,3773.19,4188.49
2019,Diciembre,Castilla Leon,PATATAS FRESCAS,1.28,1.05,50.33,0.82,2514.87,3081.52
2019,Diciembre,Castilla Leon,PATATAS CONGELADAS,0.04,0.07,6.78,1.73,173.27,100.00
2019,Diciembre,Castilla Leon,PATATAS PROCESADAS,0.08,0.45,40.76,5.39,1085.06,201.39
2019,Diciembre,Castilla Leon,PATATAS FRITAS,0.07,0.42,39.06,6.22,1016.43,163.29
2019,Diciembre,Castilla Leon,T.HORTALIZAS FRESCAS,3.65,6.87,93.20,1.88,16512.51,8784.00
2019,Diciembre,Castilla Leon,TOMATES,0.65,1.13,65.19,1.72,2705.49,1571.69
2019,Diciembre,Castilla Leon,CEBOLLAS,0.48,0.56,58.62,1.18,1352.79,1149.14
2019,Diciembre,Castilla Leon,AJOS,0.05,0.21,31.48,3.97,502.58,126.58
2019,Diciembre,Castilla Leon,COLES,0.20,0.23,24.74,1.13,550.51,486.80
2019,Diciembre,Castilla Leon,PEPINOS,0.07,0.09,14.22,1.39,220.94,159.47
2019,Diciembre,Castilla Leon,JUDIAS VERDES,0.08,0.24,23.92,2.98,578.57,194.03
2019,Diciembre,Castilla Leon,PIMIENTOS,0.34,0.68,58.66,1.97,1622.44,822.06
2019,Diciembre,Castilla Leon,CHAMPIÑONES+O.SETAS,0.12,0.49,34.49,4.24,1186.08,279.57
2019,Diciembre,Castilla Leon,LECHUGA/ESC./ENDIVIA,0.34,0.89,63.89,2.61,2138.99,818.80
2019,Diciembre,Castilla Leon,ESPARRAGOS,0.01,0.04,4.61,3.66,107.61,29.42
2019,Diciembre,Castilla Leon,VERDURAS DE HOJA,0.09,0.20,19.84,2.39,489.51,205.23
2019,Diciembre,Castilla Leon,BERENJENAS,0.07,0.09,15.62,1.41,222.03,156.94
2019,Diciembre,Castilla Leon,ZANAHORIAS,0.27,0.22,52.85,0.81,525.40,650.79
2019,Diciembre,Castilla Leon,CALABACINES,0.27,0.36,43.58,1.33,868.64,652.20
2019,Diciembre,Castilla Leon,OTR.HORTALIZAS/VERD.,0.62,1.43,65.83,2.32,3440.94,1481.30
2019,Diciembre,Castilla Leon,BROCOLI,0.11,0.22,23.38,1.98,519.78,263.09
2019,Diciembre,Castilla Leon,ALCACHOFAS,0.03,0.10,8.77,3.06,237.13,77.55
2019,Diciembre,Castilla Leon,APIO,0.04,0.06,10.46,1.45,133.22,91.87
2019,Diciembre,Castilla Leon,COLIFLOR,0.08,0.16,10.05,1.87,377.97,202.61
2019,Diciembre,Castilla Leon,VERD./HORT. IV GAMA,0.34,1.03,61.50,3.06,2474.02,809.43
2019,Diciembre,Castilla Leon,PUERRO,0.08,0.25,38.02,2.95,591.86,200.73
2019,Diciembre,Castilla Leon,T.FRUTAS FRESCAS,7.19,10.91,94.76,1.52,26220.63,17287.77
2019,Diciembre,Castilla Leon,NARANJAS,1.85,1.77,65.19,0.96,4255.22,4439.04
2019,Diciembre,Castilla Leon,MANDARINAS,0.91,1.23,63.39,1.34,2945.92,2191.14
2019,Diciembre,Castilla Leon,LIMONES,0.25,0.43,53.71,1.69,1025.71,606.37
2019,Diciembre,Castilla Leon,PLATANOS,0.96,1.63,77.13,1.69,3922.04,2316.70
2019,Diciembre,Castilla Leon,MANZANAS,0.85,1.15,59.35,1.35,2758.04,2047.49
2019,Diciembre,Castilla Leon,PERAS,0.47,0.69,49.25,1.46,1648.53,1130.72
2019,Diciembre,Castilla Leon,MELOCOTONES,0.01,0.02,1.85,1.61,57.38,35.62
2019,Diciembre,Castilla Leon,NECTARINAS,0.01,0.02,2.03,1.63,58.55,35.89
2019,Diciembre,Castilla Leon,ALBARICOQUES,0.00,0.00,0.24,1.19,5.36,4.51
2019,Diciembre,Castilla Leon,FRESAS/FRESON,0.03,0.09,6.92,3.61,224.91,62.32
2019,Diciembre,Castilla Leon,MELON,0.25,0.41,15.36,1.64,995.15,605.54
2019,Diciembre,Castilla Leon,SANDIA,0.00,0.00,0.57,0.82,7.08,8.62
