field1,Año,Mes,CCAA,Producto,GASTO X CAPITA,PENETRACION (%),PRECIO MEDIO kg ó litros,score
13075,2019,3,Valencia,CALABACINES,0.4,54.81,1.3,0.46687
13077,2019,3,Valencia,BROCOLI,0.16,22.6,1.56,0.44599
13078,2019,3,Valencia,ALCACHOFAS,0.68,52.2,1.32,0.46484
13079,2019,3,Valencia,APIO,0.04,10.83,1.51,0.45366
13080,2019,3,Valencia,COLIFLOR,0.11,16.89,1.17,0.46128
13082,2019,3,Valencia,PUERRO,0.21,29.91,2.75,0.46041
13084,2019,3,Valencia,NARANJAS,1.63,42.94,0.86,0.52652
13085,2019,3,Valencia,MANDARINAS,0.6,38.84,1.34,0.46166
13086,2019,3,Valencia,LIMONES,0.21,27.54,1.41,0.44303
13087,2019,3,Valencia,PLATANOS,1.95,83.72,1.56,0.544
13088,2019,3,Valencia,MANZANAS,1.38,68.41,1.48,0.4857
13089,2019,3,Valencia,PERAS,0.6,51.1,1.48,0.45965
13090,2019,3,Valencia,MELOCOTONES,0.0,0.72,1.62,0.4757
13091,2019,3,Valencia,NECTARINAS,0.01,1.05,1.98,0.47718
13092,2019,3,Valencia,ALBARICOQUES,0.0,0.54,1.39,0.47818
13093,2019,3,Valencia,FRESAS/FRESON,2.02,72.43,2.66,0.53904
13094,2019,3,Valencia,MELON,0.27,10.89,1.54,0.4586
13095,2019,3,Valencia,SANDIA,0.16,9.31,1.66,0.45489
13096,2019,3,Valencia,CIRUELAS,0.06,6.36,3.07,0.48107
13098,2019,3,Valencia,UVAS,0.25,13.19,3.48,0.48519
13099,2019,3,Valencia,KIWI,0.69,41.69,2.6,0.47333
13100,2019,3,Valencia,AGUACATE,0.38,30.14,3.33,0.4695
13101,2019,3,Valencia,PIÑA,0.25,18.55,1.61,0.44869
13102,2019,3,Valencia,OTRAS FRUTAS FRESCAS,0.38,23.74,2.73,0.46474
13103,2019,3,Valencia,POMELO,0.04,3.14,1.44,0.4631
13105,2019,3,Valencia,MANGO,0.11,11.07,2.57,0.45841
13108,2019,3,Murcia,PATATAS FRESCAS,1.23,68.83,0.84,0.50548
13109,2019,3,Murcia,PATATAS CONGELADAS,0.12,14.16,1.35,0.44516
13113,2019,3,Murcia,TOMATES,1.68,81.08,1.61,0.51729
13114,2019,3,Murcia,CEBOLLAS,0.7,73.47,1.23,0.49364
13115,2019,3,Murcia,AJOS,0.19,39.28,3.59,0.48874
13116,2019,3,Murcia,COLES,0.11,16.06,1.13,0.45197
13117,2019,3,Murcia,PEPINOS,0.26,28.4,1.49,0.44377
13118,2019,3,Murcia,JUDIAS VERDES,0.29,27.89,3.31,0.46494
13119,2019,3,Murcia,PIMIENTOS,0.55,62.99,1.82,0.47254
13120,2019,3,Murcia,CHAMPIÑONES+O.SETAS,0.56,46.44,3.02,0.47669
13121,2019,3,Murcia,LECHUGA/ESC./ENDIVIA,0.77,59.36,2.55,0.48137
13122,2019,3,Murcia,ESPARRAGOS,0.22,19.88,2.08,0.44544
13124,2019,3,Murcia,BERENJENAS,0.19,38.39,1.3,0.45612
13125,2019,3,Murcia,ZANAHORIAS,0.2,52.97,0.85,0.49026
13126,2019,3,Murcia,CALABACINES,0.4,57.44,1.23,0.47274
13128,2019,3,Murcia,BROCOLI,0.16,22.4,1.49,0.43936
13129,2019,3,Murcia,ALCACHOFAS,0.33,30.16,1.41,0.44944
13130,2019,3,Murcia,APIO,0.04,14.34,1.64,0.4486
13131,2019,3,Murcia,COLIFLOR,0.07,9.92,1.09,0.4586
13133,2019,3,Murcia,PUERRO,0.21,30.2,2.41,0.45641
13135,2019,3,Murcia,NARANJAS,0.99,46.05,0.83,0.49384
13136,2019,3,Murcia,MANDARINAS,0.5,39.83,1.7,0.45745
13137,2019,3,Murcia,LIMONES,0.13,15.64,1.15,0.44906
13138,2019,3,Murcia,PLATANOS,1.84,77.41,1.59,0.51056
13139,2019,3,Murcia,MANZANAS,1.1,65.5,1.41,0.47748
13140,2019,3,Murcia,PERAS,0.66,45.71,1.4,0.46243
13141,2019,3,Murcia,MELOCOTONES,0.0,0.0,0.0,0.5215
13142,2019,3,Murcia,NECTARINAS,0.0,0.47,4.0,0.52718
13143,2019,3,Murcia,ALBARICOQUES,0.01,1.98,1.76,0.46397
13144,2019,3,Murcia,FRESAS/FRESON,1.72,69.44,2.64,0.52226
13145,2019,3,Murcia,MELON,0.14,13.57,1.99,0.44294
13146,2019,3,Murcia,SANDIA,0.17,15.09,1.71,0.44165
13147,2019,3,Murcia,CIRUELAS,0.03,4.01,3.53,0.49611
13148,2019,3,Murcia,CEREZAS,0.0,0.0,0.0,0.52118
13149,2019,3,Murcia,UVAS,0.27,18.61,3.61,0.47412
13150,2019,3,Murcia,KIWI,0.38,23.86,2.74,0.4662
13151,2019,3,Murcia,AGUACATE,0.23,20.04,3.4,0.4696
13152,2019,3,Murcia,PIÑA,0.38,21.42,1.65,0.45385
13153,2019,3,Murcia,OTRAS FRUTAS FRESCAS,0.35,30.2,2.65,0.45936
13154,2019,3,Murcia,POMELO,0.01,2.39,1.4,0.46243
13155,2019,3,Murcia,CHIRIMOYA,0.0,0.0,0.0,0.52118
13156,2019,3,Murcia,MANGO,0.1,9.4,3.17,0.4695
13159,2019,3,Andalucia,PATATAS FRESCAS,1.41,69.97,0.83,0.51194
13160,2019,3,Andalucia,PATATAS CONGELADAS,0.12,15.63,1.19,0.45216
13164,2019,3,Andalucia,TOMATES,1.52,79.8,1.6,0.51718
13165,2019,3,Andalucia,CEBOLLAS,0.64,68.7,1.28,0.48731
13166,2019,3,Andalucia,AJOS,0.22,37.77,3.88,0.49026
13167,2019,3,Andalucia,COLES,0.1,16.53,1.15,0.45433
13168,2019,3,Andalucia,PEPINOS,0.17,28.83,1.7,0.4447
13169,2019,3,Andalucia,JUDIAS VERDES,0.32,25.4,3.31,0.47303
13170,2019,3,Andalucia,PIMIENTOS,0.62,65.62,1.89,0.48237
13171,2019,3,Andalucia,CHAMPIÑONES+O.SETAS,0.38,36.63,3.97,0.49016
13172,2019,3,Andalucia,LECHUGA/ESC./ENDIVIA,0.85,67.56,2.86,0.49973
13173,2019,3,Andalucia,ESPARRAGOS,0.16,12.22,1.98,0.44562
13175,2019,3,Andalucia,BERENJENAS,0.19,39.54,1.27,0.4566
13176,2019,3,Andalucia,ZANAHORIAS,0.21,55.51,0.87,0.49828
13177,2019,3,Andalucia,CALABACINES,0.37,50.33,1.26,0.46629
13179,2019,3,Andalucia,BROCOLI,0.16,25.74,1.59,0.44414
13180,2019,3,Andalucia,ALCACHOFAS,0.25,33.71,1.49,0.44655
13181,2019,3,Andalucia,APIO,0.04,11.39,1.6,0.44981
13182,2019,3,Andalucia,COLIFLOR,0.08,16.85,1.13,0.45726
13184,2019,3,Andalucia,PUERRO,0.19,29.1,2.53,0.45272
13186,2019,3,Andalucia,NARANJAS,1.37,51.85,0.83,0.50569
13187,2019,3,Andalucia,MANDARINAS,0.69,46.87,1.46,0.46804
13188,2019,3,Andalucia,LIMONES,0.25,26.25,1.43,0.44285
13189,2019,3,Andalucia,PLATANOS,1.63,82.53,1.58,0.52783
13190,2019,3,Andalucia,MANZANAS,1.15,65.32,1.4,0.48459
13191,2019,3,Andalucia,PERAS,0.52,47.93,1.44,0.46108
13192,2019,3,Andalucia,MELOCOTONES,0.0,0.0,0.0,0.53014
13193,2019,3,Andalucia,NECTARINAS,0.05,2.4,2.23,0.46853
13194,2019,3,Andalucia,ALBARICOQUES,0.0,0.44,2.61,0.48945
13195,2019,3,Andalucia,FRESAS/FRESON,1.71,68.31,2.63,0.52205
13196,2019,3,Andalucia,MELON,0.17,11.24,1.55,0.44627
13197,2019,3,Andalucia,SANDIA,0.08,6.3,1.55,0.45518
13198,2019,3,Andalucia,CIRUELAS,0.08,7.73,2.85,0.47441
13200,2019,3,Andalucia,UVAS,0.23,18.17,3.58,0.48027
13201,2019,3,Andalucia,KIWI,0.47,30.42,2.6,0.46746
13202,2019,3,Andalucia,AGUACATE,0.36,28.93,3.28,0.47097
13203,2019,3,Andalucia,PIÑA,0.22,19.09,1.51,0.44423
13204,2019,3,Andalucia,OTRAS FRUTAS FRESCAS,0.44,28.52,2.65,0.46233
13205,2019,3,Andalucia,POMELO,0.05,3.05,2.02,0.46166
13207,2019,3,Andalucia,MANGO,0.13,13.55,2.28,0.44962
13210,2019,3,Madrid,PATATAS FRESCAS,1.27,65.84,0.84,0.49601
13211,2019,3,Madrid,PATATAS CONGELADAS,0.11,10.16,1.32,0.44562
13212,2019,3,Madrid,PATATAS PROCESADAS,0.57,44.82,4.88,0.53136
13215,2019,3,Madrid,TOMATES,1.79,84.01,1.72,0.52926
13216,2019,3,Madrid,CEBOLLAS,0.8,72.89,1.27,0.48408
13217,2019,3,Madrid,AJOS,0.21,37.64,3.91,0.48308
13218,2019,3,Madrid,COLES,0.16,24.5,1.29,0.44916
13219,2019,3,Madrid,PEPINOS,0.18,26.07,1.79,0.4423
13220,2019,3,Madrid,JUDIAS VERDES,0.49,34.35,2.92,0.45774
13221,2019,3,Madrid,PIMIENTOS,0.81,65.87,2.05,0.4755
13222,2019,3,Madrid,CHAMPIÑONES+O.SETAS,0.58,43.45,3.84,0.48874
13223,2019,3,Madrid,LECHUGA/ESC./ENDIVIA,0.77,63.01,2.94,0.48975
13224,2019,3,Madrid,ESPARRAGOS,0.27,20.15,2.13,0.45037
13226,2019,3,Madrid,BERENJENAS,0.16,32.54,1.34,0.44729
13227,2019,3,Madrid,ZANAHORIAS,0.26,58.23,0.89,0.4859
13228,2019,3,Madrid,CALABACINES,0.54,62.24,1.26,0.47372
13230,2019,3,Madrid,BROCOLI,0.2,26.41,1.57,0.43927
13231,2019,3,Madrid,ALCACHOFAS,0.35,32.95,1.58,0.4446
13232,2019,3,Madrid,APIO,0.05,9.82,1.66,0.44832
13233,2019,3,Madrid,COLIFLOR,0.07,11.76,1.09,0.45927
13235,2019,3,Madrid,PUERRO,0.32,37.99,2.43,0.45122
13237,2019,3,Madrid,NARANJAS,1.93,66.62,0.89,0.51945
13238,2019,3,Madrid,MANDARINAS,1.17,59.91,1.63,0.47293
13239,2019,3,Madrid,LIMONES,0.28,41.88,1.36,0.45075
13240,2019,3,Madrid,PLATANOS,1.88,80.91,1.69,0.52075
13241,2019,3,Madrid,MANZANAS,1.5,71.98,1.45,0.48752
13242,2019,3,Madrid,PERAS,0.79,53.31,1.45,0.45974
13243,2019,3,Madrid,MELOCOTONES,0.0,0.38,1.32,0.4755
13244,2019,3,Madrid,NECTARINAS,0.04,1.95,2.06,0.46253
13245,2019,3,Madrid,ALBARICOQUES,0.0,1.23,1.22,0.4758
13246,2019,3,Madrid,FRESAS/FRESON,2.18,74.28,2.55,0.53848
13247,2019,3,Madrid,MELON,0.25,10.11,1.93,0.4566
13248,2019,3,Madrid,SANDIA,0.09,8.31,1.63,0.44646
13249,2019,3,Madrid,CIRUELAS,0.1,9.72,2.69,0.46051
13250,2019,3,Madrid,CEREZAS,0.02,1.82,4.17,0.52042
13251,2019,3,Madrid,UVAS,0.23,10.9,3.55,0.4859
13252,2019,3,Madrid,KIWI,0.79,43.79,2.52,0.4661
13253,2019,3,Madrid,AGUACATE,0.37,31.46,3.3,0.46301
13254,2019,3,Madrid,PIÑA,0.25,18.5,1.5,0.44739
13255,2019,3,Madrid,OTRAS FRUTAS FRESCAS,0.63,32.84,2.77,0.46658
13256,2019,3,Madrid,POMELO,0.03,3.33,1.63,0.45546
13257,2019,3,Madrid,CHIRIMOYA,0.0,0.0,0.0,0.52871
13258,2019,3,Madrid,MANGO,0.16,9.75,2.37,0.45745
13261,2019,3,Castilla La Mancha,PATATAS FRESCAS,1.22,56.64,0.82,0.50717
13262,2019,3,Castilla La Mancha,PATATAS CONGELADAS,0.15,19.34,1.27,0.45442
13266,2019,3,Castilla La Mancha,TOMATES,1.68,76.78,1.7,0.51686
13267,2019,3,Castilla La Mancha,CEBOLLAS,0.55,60.62,1.3,0.4756
13268,2019,3,Castilla La Mancha,AJOS,0.19,35.51,3.66,0.48087
13269,2019,3,Castilla La Mancha,COLES,0.06,10.1,1.09,0.46658
13270,2019,3,Castilla La Mancha,PEPINOS,0.29,37.05,1.78,0.45736
13271,2019,3,Castilla La Mancha,JUDIAS VERDES,0.35,34.7,3.12,0.46775
13272,2019,3,Castilla La Mancha,PIMIENTOS,0.72,64.8,1.92,0.48137
13273,2019,3,Castilla La Mancha,CHAMPIÑONES+O.SETAS,0.63,51.87,4.08,0.52064
13274,2019,3,Castilla La Mancha,LECHUGA/ESC./ENDIVIA,0.68,64.9,2.7,0.49149
13275,2019,3,Castilla La Mancha,ESPARRAGOS,0.32,22.8,2.32,0.46262
13277,2019,3,Castilla La Mancha,BERENJENAS,0.14,31.29,1.33,0.45499
13278,2019,3,Castilla La Mancha,ZANAHORIAS,0.18,49.76,0.84,0.49179
13279,2019,3,Castilla La Mancha,CALABACINES,0.42,61.13,1.28,0.47689
13281,2019,3,Castilla La Mancha,BROCOLI,0.12,15.31,1.59,0.45075
13282,2019,3,Castilla La Mancha,ALCACHOFAS,0.23,22.82,1.46,0.45272
13283,2019,3,Castilla La Mancha,APIO,0.03,7.0,1.99,0.46765
13284,2019,3,Castilla La Mancha,COLIFLOR,0.07,9.27,1.2,0.46099
13286,2019,3,Castilla La Mancha,PUERRO,0.18,26.42,2.77,0.46349
13288,2019,3,Castilla La Mancha,NARANJAS,1.61,62.02,0.83,0.5188
13289,2019,3,Castilla La Mancha,MANDARINAS,0.97,56.36,1.52,0.47689
13290,2019,3,Castilla La Mancha,LIMONES,0.18,30.78,1.28,0.45376
13291,2019,3,Castilla La Mancha,PLATANOS,1.97,82.37,1.68,0.53613
13292,2019,3,Castilla La Mancha,MANZANAS,1.16,63.69,1.42,0.48529
13293,2019,3,Castilla La Mancha,PERAS,0.73,60.53,1.46,0.47185
13294,2019,3,Castilla La Mancha,MELOCOTONES,0.0,0.0,0.0,0.52586
13295,2019,3,Castilla La Mancha,NECTARINAS,0.03,3.24,2.08,0.46775
13296,2019,3,Castilla La Mancha,ALBARICOQUES,0.01,1.57,1.37,0.46794
13297,2019,3,Castilla La Mancha,FRESAS/FRESON,2.07,78.38,2.56,0.5522
13298,2019,3,Castilla La Mancha,MELON,0.12,10.28,1.53,0.44962
13299,2019,3,Castilla La Mancha,SANDIA,0.04,3.89,1.92,0.46494
13300,2019,3,Castilla La Mancha,CIRUELAS,0.09,8.46,2.57,0.46765
13301,2019,3,Castilla La Mancha,CEREZAS,0.0,0.43,1.5,0.47609
13302,2019,3,Castilla La Mancha,UVAS,0.14,11.08,3.35,0.47967
13303,2019,3,Castilla La Mancha,KIWI,0.44,39.4,2.31,0.46301
13304,2019,3,Castilla La Mancha,AGUACATE,0.37,24.22,3.58,0.48187
13305,2019,3,Castilla La Mancha,PIÑA,0.12,18.49,1.31,0.45698
13306,2019,3,Castilla La Mancha,OTRAS FRUTAS FRESCAS,0.32,24.71,2.94,0.46765
13307,2019,3,Castilla La Mancha,POMELO,0.02,2.4,1.48,0.4633
13308,2019,3,Castilla La Mancha,CHIRIMOYA,0.0,0.0,0.0,0.52575
13309,2019,3,Castilla La Mancha,MANGO,0.12,5.73,3.27,0.48996
13312,2019,3,Extremadura,PATATAS FRESCAS,1.37,70.57,0.81,0.51848
13313,2019,3,Extremadura,PATATAS CONGELADAS,0.11,14.14,1.08,0.45376
13314,2019,3,Extremadura,PATATAS PROCESADAS,0.46,49.6,4.88,0.55347
13317,2019,3,Extremadura,TOMATES,1.2,72.33,1.55,0.49128
13318,2019,3,Extremadura,CEBOLLAS,0.78,69.67,1.23,0.49087
13319,2019,3,Extremadura,AJOS,0.38,32.62,3.64,0.47867
13320,2019,3,Extremadura,COLES,0.19,21.53,1.3,0.44813
13321,2019,3,Extremadura,PEPINOS,0.15,21.96,1.76,0.44739
13322,2019,3,Extremadura,JUDIAS VERDES,0.16,21.75,3.06,0.46552
13323,2019,3,Extremadura,PIMIENTOS,0.45,53.95,1.85,0.47127
13324,2019,3,Extremadura,CHAMPIÑONES+O.SETAS,0.38,35.21,3.81,0.48398
13325,2019,3,Extremadura,LECHUGA/ESC./ENDIVIA,0.69,59.17,2.91,0.49374
13326,2019,3,Extremadura,ESPARRAGOS,0.18,8.41,2.93,0.4755
13328,2019,3,Extremadura,BERENJENAS,0.15,32.42,1.57,0.44934
13329,2019,3,Extremadura,ZANAHORIAS,0.23,44.42,0.91,0.47997
13330,2019,3,Extremadura,CALABACINES,0.37,42.43,1.32,0.45451
13332,2019,3,Extremadura,BROCOLI,0.16,22.71,1.47,0.44322
13333,2019,3,Extremadura,ALCACHOFAS,0.39,38.2,1.45,0.44897
13334,2019,3,Extremadura,APIO,0.02,7.54,1.55,0.45319
13335,2019,3,Extremadura,COLIFLOR,0.1,17.5,1.05,0.45774
13337,2019,3,Extremadura,PUERRO,0.17,23.79,2.66,0.45688
13339,2019,3,Extremadura,NARANJAS,2.23,60.88,0.85,0.54219
13340,2019,3,Extremadura,MANDARINAS,0.75,46.0,1.57,0.47117
13341,2019,3,Extremadura,LIMONES,0.18,20.4,1.43,0.44322
13342,2019,3,Extremadura,PLATANOS,1.84,86.29,1.69,0.54536
13343,2019,3,Extremadura,MANZANAS,1.29,66.98,1.37,0.48802
13344,2019,3,Extremadura,PERAS,0.55,51.64,1.36,0.46349
13345,2019,3,Extremadura,MELOCOTONES,0.0,0.0,0.0,0.51579
13346,2019,3,Extremadura,NECTARINAS,0.06,4.16,1.55,0.45037
13347,2019,3,Extremadura,ALBARICOQUES,0.0,0.0,0.0,0.51579
13348,2019,3,Extremadura,FRESAS/FRESON,1.63,72.37,2.58,0.52444
13349,2019,3,Extremadura,MELON,0.11,8.37,1.75,0.45075
13350,2019,3,Extremadura,SANDIA,0.06,4.64,1.68,0.45131
13351,2019,3,Extremadura,CIRUELAS,0.07,9.53,2.74,0.46561
13352,2019,3,Extremadura,CEREZAS,0.0,0.0,0.0,0.51579
13353,2019,3,Extremadura,UVAS,0.09,7.76,3.73,0.49559
13354,2019,3,Extremadura,KIWI,0.58,45.34,2.23,0.47293
13355,2019,3,Extremadura,AGUACATE,0.41,23.21,3.57,0.48438
13356,2019,3,Extremadura,PIÑA,0.18,14.7,1.92,0.44664
13357,2019,3,Extremadura,OTRAS FRUTAS FRESCAS,0.43,30.02,3.01,0.46407
13358,2019,3,Extremadura,POMELO,0.03,2.61,1.47,0.45584
13359,2019,3,Extremadura,CHIRIMOYA,0.0,0.0,0.0,0.51589
13360,2019,3,Extremadura,MANGO,0.09,11.72,2.31,0.45395
13363,2019,3,Castilla Leon,PATATAS FRESCAS,1.12,52.23,0.86,0.49818
13364,2019,3,Castilla Leon,PATATAS CONGELADAS,0.04,6.38,1.46,0.45774
13365,2019,3,Castilla Leon,PATATAS PROCESADAS,0.41,36.28,5.1,0.53882
13368,2019,3,Castilla Leon,TOMATES,1.33,83.45,1.65,0.52161
13369,2019,3,Castilla Leon,CEBOLLAS,0.61,65.7,1.26,0.48187
13370,2019,3,Castilla Leon,AJOS,0.24,38.71,3.84,0.48711
13371,2019,3,Castilla Leon,COLES,0.19,24.01,1.13,0.45869
13372,2019,3,Castilla Leon,PEPINOS,0.19,20.22,1.95,0.44953
13373,2019,3,Castilla Leon,JUDIAS VERDES,0.3,24.06,3.13,0.46843
13374,2019,3,Castilla Leon,PIMIENTOS,0.81,61.24,2.01,0.47808
13375,2019,3,Castilla Leon,CHAMPIÑONES+O.SETAS,0.37,37.38,3.35,0.47343
13376,2019,3,Castilla Leon,LECHUGA/ESC./ENDIVIA,0.91,74.45,2.53,0.50907
13377,2019,3,Castilla Leon,ESPARRAGOS,0.12,10.96,1.59,0.44664
13379,2019,3,Castilla Leon,BERENJENAS,0.11,17.92,1.35,0.45357
13380,2019,3,Castilla Leon,ZANAHORIAS,0.26,59.1,0.81,0.49942
13381,2019,3,Castilla Leon,CALABACINES,0.46,51.76,1.19,0.47451
13383,2019,3,Castilla Leon,BROCOLI,0.14,21.79,1.37,0.44934
13384,2019,3,Castilla Leon,ALCACHOFAS,0.29,24.2,1.63,0.44841
13385,2019,3,Castilla Leon,APIO,0.03,6.55,1.66,0.45764
13386,2019,3,Castilla Leon,COLIFLOR,0.09,15.13,1.1,0.46262
13388,2019,3,Castilla Leon,PUERRO,0.29,31.4,3.18,0.46629
13390,2019,3,Castilla Leon,NARANJAS,2.44,70.96,0.84,0.55647
13391,2019,3,Castilla Leon,MANDARINAS,1.0,58.54,1.47,0.47343
13392,2019,3,Castilla Leon,LIMONES,0.35,41.77,1.36,0.45927
13393,2019,3,Castilla Leon,PLATANOS,2.06,85.3,1.66,0.55451
13394,2019,3,Castilla Leon,MANZANAS,1.51,68.64,1.36,0.4922
13395,2019,3,Castilla Leon,PERAS,0.85,58.5,1.38,0.47382
13396,2019,3,Castilla Leon,MELOCOTONES,0.01,0.39,1.3,0.47718
13397,2019,3,Castilla Leon,NECTARINAS,0.02,2.55,1.5,0.46262
13398,2019,3,Castilla Leon,ALBARICOQUES,0.0,0.59,2.71,0.48671
13399,2019,3,Castilla Leon,FRESAS/FRESON,1.98,69.47,2.62,0.53781
13400,2019,3,Castilla Leon,MELON,0.17,11.8,1.59,0.44757
13401,2019,3,Castilla Leon,SANDIA,0.08,4.72,1.36,0.46118
13402,2019,3,Castilla Leon,CIRUELAS,0.05,4.95,2.99,0.47225
13404,2019,3,Castilla Leon,UVAS,0.18,14.66,3.46,0.47412
13405,2019,3,Castilla Leon,KIWI,0.86,40.95,2.66,0.48418
13406,2019,3,Castilla Leon,AGUACATE,0.35,25.56,3.08,0.46571
13407,2019,3,Castilla Leon,PIÑA,0.23,18.01,1.26,0.45442
13408,2019,3,Castilla Leon,OTRAS FRUTAS FRESCAS,0.51,25.35,2.87,0.4758
13409,2019,3,Castilla Leon,POMELO,0.05,5.02,1.56,0.45414
13410,2019,3,Castilla Leon,CHIRIMOYA,0.0,0.0,0.0,0.52368
13411,2019,3,Castilla Leon,MANGO,0.17,10.18,2.47,0.46513
13414,2019,3,Galicia,PATATAS FRESCAS,1.44,51.89,0.83,0.50727
13415,2019,3,Galicia,PATATAS CONGELADAS,0.08,7.74,1.18,0.45556
13419,2019,3,Galicia,TOMATES,1.38,73.24,2.0,0.50255
13420,2019,3,Galicia,CEBOLLAS,0.66,56.27,1.29,0.47758
13421,2019,3,Galicia,AJOS,0.19,30.93,4.51,0.50612
13422,2019,3,Galicia,COLES,0.28,28.25,1.04,0.46581
13423,2019,3,Galicia,PEPINOS,0.06,10.34,1.83,0.44646
13424,2019,3,Galicia,JUDIAS VERDES,0.29,27.3,3.53,0.47313
13425,2019,3,Galicia,PIMIENTOS,0.63,58.93,2.2,0.48097
13426,2019,3,Galicia,CHAMPIÑONES+O.SETAS,0.37,29.65,4.23,0.48874
13427,2019,3,Galicia,LECHUGA/ESC./ENDIVIA,0.88,61.27,2.4,0.48772
13428,2019,3,Galicia,ESPARRAGOS,0.09,7.05,2.92,0.46281
13430,2019,3,Galicia,BERENJENAS,0.11,20.02,1.38,0.45206
13431,2019,3,Galicia,ZANAHORIAS,0.26,60.28,0.88,0.49683
13432,2019,3,Galicia,CALABACINES,0.21,37.7,1.32,0.45927
13434,2019,3,Galicia,BROCOLI,0.26,30.53,1.51,0.44646
13435,2019,3,Galicia,ALCACHOFAS,0.06,10.11,1.63,0.44313
13436,2019,3,Galicia,APIO,0.02,3.51,1.93,0.4548
13437,2019,3,Galicia,COLIFLOR,0.06,7.97,1.21,0.45508
13439,2019,3,Galicia,PUERRO,0.18,22.77,2.79,0.45603
13441,2019,3,Galicia,NARANJAS,2.34,68.12,0.85,0.54843
13442,2019,3,Galicia,MANDARINAS,0.99,53.02,1.54,0.47927
13443,2019,3,Galicia,LIMONES,0.26,33.25,1.37,0.45537
13444,2019,3,Galicia,PLATANOS,2.36,84.04,1.8,0.55832
13445,2019,3,Galicia,MANZANAS,1.92,72.92,1.37,0.51869
13446,2019,3,Galicia,PERAS,0.76,52.67,1.5,0.47136
13447,2019,3,Galicia,MELOCOTONES,0.0,0.0,0.0,0.51902
13448,2019,3,Galicia,NECTARINAS,0.05,3.58,2.98,0.47127
13449,2019,3,Galicia,ALBARICOQUES,0.0,0.85,2.05,0.47136
13450,2019,3,Galicia,FRESAS/FRESON,2.15,69.45,2.8,0.54865
13451,2019,3,Galicia,MELON,0.18,5.9,1.65,0.45225
13452,2019,3,Galicia,SANDIA,0.06,4.29,1.7,0.44822
13453,2019,3,Galicia,CIRUELAS,0.05,4.19,3.12,0.47441
13454,2019,3,Galicia,CEREZAS,0.01,0.75,2.75,0.47927
13455,2019,3,Galicia,UVAS,0.31,17.09,3.47,0.47274
13456,2019,3,Galicia,KIWI,0.8,39.03,2.31,0.47471
13457,2019,3,Galicia,AGUACATE,0.45,27.84,4.32,0.49766
13458,2019,3,Galicia,PIÑA,0.32,23.48,1.57,0.44609
13459,2019,3,Galicia,OTRAS FRUTAS FRESCAS,0.62,31.18,3.92,0.49518
13460,2019,3,Galicia,POMELO,0.04,3.6,1.41,0.4515
13461,2019,3,Galicia,CHIRIMOYA,0.0,0.0,0.0,0.51902
13462,2019,3,Galicia,MANGO,0.11,9.9,3.07,0.4632
13465,2019,3,Asturias,PATATAS FRESCAS,1.45,71.89,0.86,0.51173
13466,2019,3,Asturias,PATATAS CONGELADAS,0.11,10.65,1.26,0.44972
13467,2019,3,Asturias,PATATAS PROCESADAS,0.43,31.95,5.03,0.52794
13470,2019,3,Asturias,TOMATES,1.25,74.24,1.87,0.49456
13471,2019,3,Asturias,CEBOLLAS,0.95,79.68,1.35,0.51194
13472,2019,3,Asturias,AJOS,0.34,45.19,4.24,0.51088
13473,2019,3,Asturias,COLES,0.17,19.5,1.47,0.44757
13474,2019,3,Asturias,PEPINOS,0.08,16.08,1.75,0.45141
13475,2019,3,Asturias,JUDIAS VERDES,0.24,22.81,3.48,0.47609
13476,2019,3,Asturias,PIMIENTOS,0.88,66.21,2.17,0.48863
13477,2019,3,Asturias,CHAMPIÑONES+O.SETAS,0.37,28.73,3.26,0.46407
13478,2019,3,Asturias,LECHUGA/ESC./ENDIVIA,0.81,59.45,2.81,0.48762
13479,2019,3,Asturias,ESPARRAGOS,0.13,11.79,5.15,0.53758
13481,2019,3,Asturias,BERENJENAS,0.1,24.05,1.47,0.45037
13482,2019,3,Asturias,ZANAHORIAS,0.22,45.72,0.96,0.48539
13483,2019,3,Asturias,CALABACINES,0.4,43.11,1.34,0.46368
13485,2019,3,Asturias,BROCOLI,0.19,26.76,1.7,0.44785
13486,2019,3,Asturias,ALCACHOFAS,0.09,12.53,1.37,0.44553
13487,2019,3,Asturias,APIO,0.03,5.17,2.6,0.46281
13488,2019,3,Asturias,COLIFLOR,0.06,8.63,1.18,0.45556
13490,2019,3,Asturias,PUERRO,0.28,38.52,3.29,0.47639
13492,2019,3,Asturias,NARANJAS,2.65,73.28,1.05,0.54934
13493,2019,3,Asturias,MANDARINAS,1.22,66.66,1.63,0.47877
13494,2019,3,Asturias,LIMONES,0.33,43.0,1.56,0.46291
13495,2019,3,Asturias,PLATANOS,2.15,82.99,1.7,0.53904
13496,2019,3,Asturias,MANZANAS,1.72,81.06,1.39,0.52281
13497,2019,3,Asturias,PERAS,0.76,48.86,1.68,0.46902
13498,2019,3,Asturias,MELOCOTONES,0.0,0.0,0.0,0.52433
13499,2019,3,Asturias,NECTARINAS,0.15,12.21,2.57,0.45
13500,2019,3,Asturias,ALBARICOQUES,0.01,0.87,1.19,0.47431
13501,2019,3,Asturias,FRESAS/FRESON,2.32,83.61,2.58,0.56651
13502,2019,3,Asturias,MELON,0.1,8.93,2.01,0.44701
13503,2019,3,Asturias,SANDIA,0.15,10.55,1.78,0.44562
